WL A,WL B,WL C,WL D
0.8740800762025174,0.9021623783860613,0.7353110700092219,0.6945075167750474
0.11603876241133548,0.09026884663379717,0.07642282641403926,0.1849530384351965
0.21065772933070548,0.23148336068143524,0.12309292839604377,0.4637509805324953
0.763209317199653,0.7343764658287532,0.9635440216742664,0.9481289587274659
0.13794374055578373,0.11684577549023328,0.5724879250531646,0.8161932863586117
0.46480049975798465,0.44208169892409327,0.3413460167593549,0.634383062046254
0.8503459174826276,0.8702144565012747,0.7083211192658563,0.17250751887331717
0.8093322954082396,0.8421506101374202,0.7955492079764942,0.8242536903417204
0.9829747922194656,0.9786582629323032,0.8458166918008133,0.2878693764505442
0.6997039174020756,0.6021408051725099,0.3405316085570972,0.1844858316180762
0.1356397240597289,0.13993336056737896,0.1693106712053494,0.48620118855615146
0.6681200484454166,0.724881430718326,0.9339260132581734,0.9146603854896966
0.5829036250070203,0.6104349816062316,0.45841201059599956,0.5869843729597051
0.8804532447538804,0.8436895708213166,0.6368167379214642,0.3349711026821751
0.941335258045001,0.9412260366964849,0.7600704895558968,0.16493260973948054
0.6030133659078274,0.5290928305169638,0.7940598960250301,0.7722289040975738
0.9893926506338175,0.986393725072468,0.9631848731769899,0.9522271667665336
0.14405956442351453,0.18467738994323976,0.07897442500162696,0.5116053471283522
0.36424836280639283,0.22070703370339365,0.16529281112123964,0.36850347064319067
0.20496548872324638,0.20836422716540803,0.15101871030302247,0.3090573069930542
0.9712165680539329,0.9629452429430877,0.8644880825284614,0.6456822071631905
0.03302295724279247,0.03607790485312001,0.01821777404435343,0.23382222806685604
0.5124148850154597,0.4498519778783741,0.5477604476245823,0.7827228291716892
0.4013556572899688,0.47516223158331644,0.42451011385647913,0.4420670645486098
0.9549870114133228,0.9611498022449629,0.8298220462373368,0.6081018801487517
0.49741113928030245,0.4918335554406339,0.6446453683528028,0.8007042153913062
0.42032449672115035,0.3662781395349316,0.18231966655607043,0.024942599149653688
0.09009468331350945,0.11876904888542796,0.07234097213042352,0.3369797763589304
0.20906711989664473,0.17612276456055898,0.21652723119171144,0.5747714517347049
0.8844509439368267,0.9060074414561458,0.7621216580371096,0.5611035038309637
0.5123509663681034,0.48732958592121567,0.36653003857126626,0.09217886210535653
0.0783435356861446,0.0705802110339379,0.04499668116237669,0.009481381363002583
0.07622420552070253,0.09712956162510407,0.05496101058568209,0.22185309007181786
0.9590342466544826,0.9813915790487401,0.8006593149456106,0.6882067775295582
0.7468025599082466,0.7856665027418748,0.5841213807004649,0.4404327752708923
0.18975289780064486,0.14809917119478783,0.11293915482027432,0.0022131330042611808
0.29511268067290075,0.39020365900611564,0.7217859321989715,0.8175169677997474
0.29580215355963446,0.39154462488437936,0.31562810972813926,0.5253884680278134
0.9406606924312655,0.9350379885523599,0.9808038258624842,0.9802698973508086
0.0005200744781177491,0.00044671517987400006,0.0025206884343439767,0.792791153973667
0.3287521645252127,0.24138882526766592,0.15963512887077572,0.5558674959174823
0.8282152830797713,0.8729989322090632,0.8115634298062089,0.77908604228287
0.18052282664575614,0.1705757061493433,0.06822008099206882,0.015191587124718353
0.24995607222081162,0.44111198555051817,0.26490605634073056,0.1410514515300747
0.5178926099033561,0.5972325369724216,0.5648289168735536,0.6860051576804835
0.026030043984064832,0.03795501158963681,0.45996649523150757,0.7709633123886306
0.9679663533170242,0.9293477978712426,0.9138741009184372,0.9109659790119622
0.5194201956910547,0.40976675903532433,0.25863151978454824,0.06472770814434625
0.19405807866132818,0.23662644586223125,0.12970917070345378,0.034512625221395865
0.5963389754469972,0.6315071274830236,0.4115903379624069,0.526341143558966
0.43462670789449476,0.3741005331607678,0.9872900986107449,0.9881352800584864
0.215483841864625,0.11247890682119233,0.12144641228186226,0.4993317248590756
0.5978545765101444,0.6464980693312669,0.42813467972123814,0.2505176682898309
0.7672504132788163,0.8037686491829982,0.7404744610362508,0.20485124256811105
0.6300172246119473,0.6051902436552032,0.4400435342196845,0.5315802827535663
0.8609478896541987,0.8048390582769853,0.5331483797737628,0.18266711794422008
0.17212544128415175,0.15405537690128465,0.3814076661513017,0.7300040052796248
0.13706728190300055,0.1175162383939465,0.09975733138365225,0.40865683354786597
0.5506278352404479,0.39262538770160144,0.9392776302928459,0.9574950716632884
0.24657086937804706,0.27872943822737595,0.2692653541257107,0.38384245746419765
0.9331565753382165,0.9486510428947523,0.8386814666380479,0.7463823295256589
0.4017799969005864,0.38285077968569314,0.3002505173250088,0.4746552716533188
0.46309895752347074,0.49496680043404817,0.449981931379746,0.31521729708765633
0.8470457548683044,0.8270865858765164,0.5354985259381355,0.2438095920078922
0.8571527810709085,0.812432164002281,0.7223019922930342,0.7562599515949842
0.8862776125024538,0.8949398959819331,0.7123411169792393,0.26775825224467553
0.611945145385107,0.7616649871252553,0.8701020998907715,0.8074418176256586
0.06406255168258213,0.05155301675243152,0.04964912160454047,0.49743915858562104
0.688247896527173,0.6717306353603989,0.43459929175738526,0.12382465481641702
0.08851698736543767,0.11648633193252922,0.3458912203218586,0.7218803559953813
0.37866177907562815,0.28383364312845677,0.3057322103726305,0.06615584946121089
0.7202430686738808,0.6783291431781334,0.41591215091208844,0.26917524114833213
0.31245426009991206,0.2538220924285773,0.19955352306505056,0.3719118192384485
0.4005946406687144,0.42556507060845433,0.2977331096115977,0.185013643669663
0.9097722257429268,0.8994433398152355,0.8283719044840285,0.3759484588808846
0.6575777889520396,0.6473528360836454,0.6170889833220148,0.38040325840120204
0.03493698182865046,0.029129083407392835,0.06170103856216199,0.6735523367824499
0.5110212340077851,0.5191055745594721,0.3424719100261363,0.436551761260489
0.9814881038910244,0.9896311092016585,0.866580010279863,0.6483588406408671
0.16047056115348823,0.09100118414968737,0.08902596650558112,0.22573595595895313
0.8664512147952337,0.8909789793016706,0.6722511814396589,0.2470067157119047
0.17228424744098447,0.16099500225230334,0.1217108630095701,0.007862925151130185
0.01523381462902762,0.03511946949905532,0.042746690539964924,0.5849914997525048
0.4157897338445764,0.42658024397619426,0.21358742628752483,0.009177144995192066
0.5463051559345331,0.5722455906620008,0.6884299962459015,0.8478999416402075
0.5484410342469346,0.6948046026011787,0.537676519200691,0.5407291178999003
0.24941557491547428,0.26928209018441307,0.1128154200051514,0.02619824025896378
0.5424963349069003,0.5703195331866946,0.4527884227498619,0.601863606920233
0.5892834121768828,0.6044183853687344,0.5503796618722009,0.5141005146142561
0.5879272637830582,0.5419007271579144,0.3827141150423727,0.10987980957725085
0.9478494685899932,0.9521670720922368,0.8775006416646322,0.7779717644152697
0.14979967652470805,0.15534614913327907,0.12684976451646238,0.7152884253009688
0.21455295154009946,0.1266425815002075,0.37231625868776647,0.8335395793255884
0.2551085049926769,0.20050011426214698,0.25262390502924736,0.48168849156354554
0.6248911712609697,0.6231237321755476,0.6435054893579646,0.4309934963530395
0.12627874643658288,0.11500855633107716,0.11590657330113037,0.3232166737143416
0.6695663275604602,0.6830450266005954,0.4934335796538405,0.3675638244894799
0.4796463579114061,0.5127108571436875,0.5234013455067912,0.6809476379130501
0.696819572331151,0.604834442268847,0.4735139818845743,0.17847950776922517
0.3962694014480803,0.39600369187415124,0.3666769721129637,0.4222918339946773
0.9574900317529682,0.9565677069059442,0.8031205395044718,0.2928115714166779
0.4269305536581669,0.337032266167407,0.23871841073623726,0.2527571401151363
0.4753057161869947,0.4355050206016524,0.34889476800642677,0.35401248643756844
0.9068780335073825,0.8706581241645542,0.9892403978790062,0.9895622223557439
0.7853309768543113,0.7986451513457348,0.6081707090216426,0.11065723150386475
0.4237728963198606,0.5667640012699429,0.25909984467723496,0.0669136474316474
0.2751899663999211,0.31816546723691014,0.860932883912756,0.8673719972430263
0.92840776979574,0.9497847984348241,0.8596733974188799,0.8170507847971749
0.1472927154682111,0.1714904628608045,0.10694142118481864,0.04027534220949747
0.21298401997773908,0.22378934922509303,0.20487531073206333,0.4476008509809617
0.19723468480515294,0.2536280330526478,0.07276949815861591,0.2580453759583179
0.8764389699499588,0.8649876259312266,0.8253652711248075,0.7844149287848268
0.20678820498869754,0.17819082545075798,0.9817180909771619,0.9915725995379034
0.6825532796501648,0.693875507704038,0.6142643210102868,0.18310418465989642
0.8569135073630605,0.8616875334897321,0.5561089076904079,0.3839974568982143
0.6590688318538014,0.6808419292261304,0.338012942476171,0.037111306650331244
0.8149169986427296,0.8558367254976409,0.7020909871335972,0.4431246441381518
0.4845388559915591,0.3938778769492365,0.23463811745136837,0.12673616476240568
0.34839973130146973,0.32258979063334464,0.9012486392852882,0.8996475848543923
0.24898363041575067,0.20892794585259294,0.9314964082533523,0.9503258097392973
0.7646522370923776,0.7447239652853945,0.6125927364300041,0.004058243619510904
0.11569181832601316,0.134678158330836,0.1190570428915155,0.2276882605801802
0.6651309608423617,0.6248608478825828,0.5802927297410374,0.39059447663021274
0.12186990006011911,0.10792161061013009,0.07641469315609196,0.5962079076853115
0.7652609298529569,0.8311205702228972,0.4870212978182172,0.03310345558566041
0.6017296407662798,0.6026593545745944,0.6053668379478975,0.6811971260758583
0.7733617478806991,0.7960457120255828,0.5671260360461662,0.42548367360723205
0.4381702507089358,0.44289924320692264,0.42569606260733683,0.683836081676418
0.5820848982257303,0.6149172292038612,0.8434237123102537,0.8933535318064969
0.14168066610000096,0.12292140368059266,0.1978182775258059,0.7098396794463042
0.9863456043822225,0.9877339258088073,0.849753853248156,0.399628162937006
0.6299927057989407,0.6214032727459461,0.6826595741057714,0.8019201699353289
0.8978010958817322,0.9570478052713366,0.7977595425070186,0.3858111441077199
0.2575092303159181,0.09246414693593398,0.24077372754195978,0.6996481069072615
0.28130783131928183,0.37160181840287865,0.15447818776046884,0.15354738789028488
0.40181261868565343,0.38666041492257236,0.3802258866687308,0.43924244758090936
0.17831798843690194,0.13275253091818626,0.7083434006331064,0.8901754620892461
0.48194511255132966,0.4593937270794215,0.20714585887571837,0.02622018617694266
0.7722566947632004,0.7529064510703622,0.7921309551613708,0.7714109715016093
0.7733830418728758,0.7167322150553811,0.6968738484609837,0.5141392645018641
0.7422732011473272,0.7376244321218155,0.39014555002804135,0.06835063509061001
0.29567053305800073,0.2548425473366512,0.1849497510776448,0.38202925262157805
0.12112436929601245,0.11516957719944965,0.858600900107752,0.8943614866875578
0.8188671401294414,0.7564662193899085,0.5801702057622601,0.4851803789206315
0.5559757464507129,0.47046033141265514,0.9649216862155474,0.9465339053131174
0.7198610562190879,0.8248137160093791,0.5402562355105073,0.13566457104752772
0.6423105449939612,0.6596509607374728,0.8576305108568139,0.8722632087010425
0.47299556140205823,0.40339343123717175,0.7637693414338471,0.9064088644518051
0.3982264547084924,0.3822118014499606,0.2008971083631746,0.14318013648153283
0.35679614238324575,0.33989085820764703,0.33610205197650095,0.4720805151446257
0.6080994996300433,0.6282298300795255,0.31494695143744167,0.11620894327643327
0.34768822547630407,0.31985305761260824,0.3952922289980105,0.7940471457259264
0.3611499023681972,0.27317902423811574,0.39158490914660105,0.6177177895733621
0.18283004916156642,0.21417885873619708,0.6670348065844305,0.8264163614076097
0.699173182802042,0.718166067565712,0.5987257350969976,0.7621251648815814
0.30228257182170637,0.2698727465429091,0.1861131701447487,0.3993831057159696
0.5452094115607906,0.6246506771040117,0.8659032350534848,0.7650000798457768
0.14501813540118746,0.06876317856839768,0.2142178131906818,0.7455614308419172
0.8253825133142527,0.7746683334270761,0.8488183289349934,0.8299650289991405
0.5155791594006587,0.500792116239249,0.2650240261774368,0.23513016817742027
0.00558202646789141,0.011367469463033204,0.049474016596435945,0.766872407781193
0.3449425722064916,0.28694888066917973,0.2429755426263149,0.06229869436356239
0.05747460530255921,0.06885314514458668,0.35802830372830774,0.8047327732492704
0.03287380948313512,0.03167662564957624,0.012633419752722804,0.6130455913662445
0.18410499338642694,0.21786312608222827,0.39185814164531857,0.8197182494623121
0.4426307225076016,0.47488378963580835,0.28572135176615865,0.10075825217063539
0.06006496850750409,0.07112779157501703,0.036765878271386734,0.37816408651997335
0.5897535542899277,0.6593528232995148,0.8909925612928667,0.8989119576581288
0.6383125595457386,0.5430139242410128,0.9092944405048474,0.9472758252813946
0.3363633714907337,0.4392938108735755,0.3529303286003119,0.39826300987624563
0.08625495413434692,0.09219296461956719,0.036554234565324514,0.484204937616596
0.742952875996707,0.7805139142172843,0.6972924680047649,0.6954406836011913
0.2404865253774915,0.22375011999800107,0.873707642374758,0.8439911642635707
0.460688359598862,0.5172342599342777,0.3473012220557643,0.3161817068757955
0.1251605008437764,0.2275595200481757,0.23461178944487754,0.46014104536152445
0.733533078833716,0.6832157963794991,0.5812625722266938,0.32852766997530125
0.01598894884227775,0.01707646869631841,0.03957555556964416,0.622532434790628
0.05744228875846602,0.0723145455260588,0.07807933116101344,0.5526521225401666
0.2452952885942068,0.24298507888457382,0.9196778040621072,0.910697059443919
0.12460912179085426,0.09241833736206058,0.147191085656477,0.592418818938313
0.5798183172300924,0.49695166484540354,0.47809033591878003,0.46315029010293074
0.22255936262081377,0.27063330965765403,0.6230467198801583,0.7797362151613925
0.4828163270431105,0.5678575987140062,0.4791598485041833,0.4103945588285569
0.07043851670459844,0.11252957501361738,0.058346676189407594,0.06993111691554077
0.04837977743591182,0.034469058887554506,0.04953812975286691,0.1817407611233648
0.7669953720469493,0.8644969867830141,0.7110005805164945,0.6245215997623745
0.5306276009359863,0.5134948404023809,0.5333955087708581,0.6451518857793417
0.07372272698557936,0.0734845232426442,0.03708289280135005,0.07390994954039343
0.12862393676186912,0.1385514714896365,0.8829561919379123,0.9018715712300036
0.026956828107358888,0.04684498908128979,0.01791282010616785,0.1374128306924831
0.9875238411768805,0.9790143986112357,0.8262556416467204,0.373759674228495
0.35343680300866254,0.33573581679090286,0.4791479771795875,0.6992578677309211
0.0942067954747472,0.07576036918785586,0.06931020736485231,0.6282759143796284
0.893190046044765,0.9215233538892753,0.7936452390784432,0.7357590452593286
0.6380561064288486,0.6409614430786637,0.4563199228844416,0.3395302440330852
0.7905983095115516,0.8421558163500005,0.8949422073698621,0.8855142778775189
0.10971427985350601,0.1679061165521836,0.7462273248180733,0.889469987450866
0.9936198363720905,0.9938654329461049,0.8809758055119798,0.5222626662871335
0.805785092379665,0.8139036889083684,0.6454441172208814,0.620211005123565
0.3487652342009824,0.41366694176701163,0.5876601438009,0.8749189089576248
0.08514929786906578,0.04408223949025837,0.022625402810084096,0.04070996862719767
0.14933640576782636,0.13062381593829805,0.4971007194676365,0.8549267828639131
0.36015179395326413,0.3671517904840228,0.3626201433711998,0.6462931282876525
0.4487673885014374,0.43772017037232624,0.42034010535309074,0.505276938987663
0.024484284658683464,0.011758244268461813,0.01043388154990734,0.6053801981906872
0.05665402396698482,0.029353926702081198,0.02841849574487107,0.5764989324670751
0.40284115183749236,0.4195310805275766,0.41553630464585384,0.5553587388421874
0.40683107866789214,0.41197641206173036,0.2211786979912857,0.27456352676381357
0.5827548374945763,0.5683193650151841,0.8980616342034369,0.8906045701296534
0.29567809481523,0.26948327404777433,0.1858378235802178,0.22830891134799458
0.30079727721749805,0.25097601621749477,0.21910275733303966,0.40289726181072183
0.5289469214330893,0.4638864191942114,0.3013858510067215,0.2367310221598018
0.9780824794142973,0.9790657818391141,0.8956962479718543,0.5622955488215666
0.094973642291734,0.10706928610853937,0.5671045123922505,0.8450363250158262
0.6484526112617459,0.6528988049378261,0.6191328774481357,0.5595382359751966
0.9289599729527254,0.9376628272900527,0.8070259074452983,0.5567314555228222
0.19786225355346687,0.16981602190708445,0.13258326816195506,0.16630265620187856
0.953865824121749,0.973693874090392,0.8158981018727985,0.08870419606682844
0.391542053228477,0.3498342731883402,0.22905998933122698,0.28791985879070126
0.6919044184905943,0.7708603060521847,0.602040146843057,0.4273195618588943
0.31283539059222676,0.3583509327888485,0.2294743584449026,0.009432914695935324
0.05328488934901543,0.08401918899147616,0.18165641584483508,0.7969225306587759
0.9344098470464814,0.8287698134900854,0.960873791112582,0.9729888612346258
0.6351004637253936,0.5987770085516079,0.49573785845211726,0.5762836439243983
0.5782101307122502,0.5793734905139605,0.5331583069212986,0.6543193019751925
0.7967532832699362,0.8620231223110659,0.7293949300501186,0.41902846793527715
0.1521529691235628,0.19445068448559633,0.1042621015511194,0.32778600716846995
0.9915181162359659,0.9933515244001805,0.9069584738186597,0.7868425704946276
0.6941314128634986,0.7812701177961545,0.6745521380718063,0.594127133168513
0.5997152389318217,0.6631382731178525,0.6789947430772444,0.7608365395280998
0.8880691852245945,0.8008017903324194,0.5868654289630676,0.07102763777947985
0.8940308352175634,0.8457445217807914,0.9175265639046897,0.937453076679958
0.7292089488764759,0.7113507830019126,0.9968728852364116,0.9947247528762091
0.7904835451336112,0.8040775952582881,0.4962424961433437,0.21496185669093393
0.41797928829328157,0.4274989065656425,0.4760754797919503,0.6515677723509725
0.7443373623827938,0.7370215422095244,0.5012522463800908,0.36189480710891075
0.5924627411004622,0.5963154639928656,0.8034667126983998,0.8420574883639347
0.5648155957751442,0.6188516438229611,0.5799549699335789,0.7230875607056078
0.09349609815399162,0.23690963306487792,0.21136325650284876,0.7095975703850854
0.6125927227258217,0.5755620389438332,0.31115324146925216,0.1475436385080684
0.9020261395780835,0.9400954876912117,0.879295726015417,0.8315244469267782
0.25399891976849176,0.31917453605966717,0.16937428199582805,0.41299349660403095
0.799545301211765,0.7431347115176601,0.603848499544091,0.38215603775461204
0.30705842035240494,0.34144642490066274,0.6186076093323281,0.7879152358800638
0.05351946523296647,0.039781813353262536,0.9103805663818226,0.9432802110968623
0.6952558839984704,0.747230758439967,0.5673806533725204,0.6446030459192116
0.36948253007722087,0.37773545392137564,0.458638059191897,0.7192096284416039
0.8106690528511535,0.772099931368549,0.5925393317564307,0.5865309324872214
0.7186498213850427,0.6665799467568372,0.6602610050789894,0.562776528095128
0.020001128927106038,0.013822822813406925,0.4755579976184809,0.8330300409288611
0.6743246536061633,0.6722944792438363,0.5093616985188008,0.04275706710177474
0.3556770761788357,0.34462226369872984,0.910927799541543,0.897813262155978
0.39486663779825903,0.390452323032004,0.228675317136086,0.26448705382063054
0.2871079304313753,0.19432004341615788,0.5799671366718384,0.8133750852139201
0.2643831550667528,0.07147126345198795,0.14688532451795078,0.12473267360473983
0.38710766276926734,0.5322942901074252,0.7978015937564414,0.7906120948900934
0.4886410181352403,0.41437670953601036,0.17397996902319252,0.012021293892757967
0.6026910115324426,0.5697394993714855,0.508614880435743,0.4401019082579296
0.43145417267805897,0.5787930360183025,0.6838866017539811,0.6843743995123077
0.7131423633836675,0.7029698743249568,0.7288593493444177,0.7949669453373645
0.6729791965044569,0.5700786075968475,0.4167372588104268,0.44143173514748923
0.07645441745989956,0.04186087961547626,0.5234329572485598,0.8291585337428842
0.34208249059156515,0.308818233567981,0.2446909708278964,0.245783729624236
0.6315478914475534,0.6575006489155408,0.4857722008948909,0.3534355181909632
0.9597653409873601,0.9420821604598048,0.7449463939751347,0.3792326597322244
0.9489066332171205,0.9447602159873688,0.7386252346135519,0.31137099766056053
0.7753847521089483,0.7584287845948584,0.738082086013021,0.7814909373701084
0.5567619879439007,0.620889876871942,0.41812906687661594,0.19221824224223383
0.3837965646816883,0.2816706564747878,0.2731270707970824,0.3647679165878799
0.3705153834016528,0.3630913781831187,0.2825027501042976,0.4384382029820699
0.023835548461647704,0.032961676324948806,0.08638002276358497,0.6832434663374443
0.16781590683967806,0.15192072253253153,0.09888013530321946,0.1781070714641828
0.5256082623091061,0.35575188719360257,0.4935926365511822,0.5173033474420663
0.42389900304260664,0.5568318069654479,0.9394069021285888,0.8816046397259925
0.14311564844683744,0.13463922680956994,0.09702602054739663,0.3777213757566642
0.3029091311909724,0.2712810423828919,0.14990158957347022,0.0019394171249587089
0.5382920486445073,0.5138129655348515,0.4436680687694951,0.13129257355467416
0.20253941175178625,0.14586081641036724,0.05675274965421608,0.2522961670474615
0.10218066742527299,0.06233239500394577,0.09695912966150386,0.782593203621218
0.19765041136997752,0.16865796009339268,0.1739838690877141,0.21832447135238908
0.6560820470040198,0.5824461742676923,0.525004586500481,0.6076632805925328
0.8422478837601375,0.8469473738042873,0.6823029519989,0.2866101330437232
0.3904163655533921,0.43424889645146525,0.26280522835104975,0.1892666233179625
0.39807041149470024,0.4550847877745359,0.8883722682085364,0.8959703728032764
0.9346911220636684,0.8936603877578934,0.7602071935747142,0.694282781885704
0.6349710122740362,0.6553130715594393,0.9143667059561595,0.8706983341544401
0.2548627853684593,0.21535794027590974,0.10294095864050504,0.10852490647812374
0.47980158365680836,0.43965801423578416,0.45244111804619674,0.4279558589041699
0.024143083282979205,0.032704929116224045,0.163006380427167,0.746254666155437
0.6138776413572486,0.6527031604807443,0.5767901409252816,0.23351655030273832
0.6026783732522745,0.4961087236683127,0.904209563387166,0.924108227918623
0.05825484052184038,0.0707966718608436,0.075658217702245,0.27367274757125415
0.37698592492961325,0.30811440534604223,0.2948183308099977,0.31310001589008607
0.9285956846142653,0.9278038970506608,0.8709774988391373,0.7568867151567247
0.4850103893841151,0.4891131229604524,0.45240724866293847,0.7435851401241962
0.11775815658620559,0.11338967747236203,0.11617177838053094,0.2669644951529335
0.6302589295373764,0.6639577138761839,0.9250324219912814,0.9288068448950071
0.7410132201912347,0.8193503183819484,0.9956467220026175,0.992412561114179
0.900697414384922,0.9618192507369713,0.817205857753449,0.6641702172055375
0.5364671501738485,0.430994053247827,0.25129487863562666,0.21850334500777535
0.43216291870339774,0.5414999177043274,0.30913423983597915,0.09762759759905748
0.6676641905505676,0.7285154951476236,0.6535015913299451,0.3054694661695976
0.16426875969045796,0.12065833556056772,0.9876901675368874,0.9752034227421973
0.5190592715225648,0.5824442858565362,0.3669250102609786,0.09118063646019436
0.4552633149723988,0.403625993148469,0.3711458023428042,0.36855259849107824
0.3619380413147155,0.26159684989072635,0.25480310422,0.5793210361443926
0.9969606891681906,0.9962538147710092,0.8742014399341742,0.6463818546908442
0.0648890660086181,0.06299055405138365,0.02927659559821106,0.014278352347901091
0.054713539517251775,0.08140281209881473,0.027459778068107007,0.13408423602231778
0.4612185082223732,0.5127680539264252,0.3777786043835182,0.5755711969395634
0.011165050236741081,0.014297266173453903,0.007210275852693376,0.1306334997934755
0.9923915213148575,0.9939295353636222,0.9234389092712958,0.8760162806429435
0.7858449748309795,0.7725421878515957,0.4570748436536473,0.04081388303893618
0.839220574387582,0.8413304003564412,0.5914757406399329,0.22755081465584226
0.616909144242527,0.505644289185598,0.9245266600264795,0.9314674327906687
0.07240225010900758,0.1787044762930485,0.8676683566457944,0.9041645186080132
0.9432203840988223,0.9364139619220984,0.6800941692129057,0.17079814439057373
0.5645265119092073,0.46027395441153496,0.40352633024158113,0.5839582443877589
0.4426512791251298,0.5465334428100777,0.40179266387754703,0.25137463051942177
